Model,Feature Engineering Description,Avg f1_macro,Avg. Train-Test Gap,Avg. Fit Time,Avg. Complexity
ADT,,0.617875525955198,0.15660414872125247,3.9917161989212038,39.906666666666666
DT,,0.6344495042480763,0.3597553756012678,0.008185651302337647,251.89333333333332
